,VitaminC
6381,0.0
6382,
6383,0.0
6384,20.0
6385,21.0
6386,0.0
6387,0.0
6388,0.0
6389,0.0
6390,
6391,40.0
6392,
6393,31.7
6394,1.9
6395,1.2
6396,0.0
6397,5.1
6398,0.0
6399,0.0
6400,8.0
6401,
6402,20.7
6403,0.0
6404,7.0
6405,0.0
6406,0.0
6407,0.0
6408,28.1
6409,8.8
6410,20.0
6411,0.0
6412,0.0
6413,0.0
6414,6.8
6415,
6416,1.6
6417,5.6
6418,
6419,0.0
6420,16.2
6421,0.0
6422,0.0
6423,0.6
6424,38.5
6425,0.0
6426,3.0
6427,0.0
6428,0.0
6429,0.0
6430,
6431,0.0
6432,
6433,0.0
6434,26.0
6435,1.4
6436,0.0
6437,0.0
6438,11.1
6439,0.0
6440,
6441,0.0
6442,0.0
6443,0.0
6444,0.9
6445,0.1
6446,
6447,70.0
6448,0.2
6449,0.0
6450,2.7
6451,0.0
6452,0.2
6453,0.0
6454,0.0
6455,0.2
6456,0.4
6457,0.0
6458,0.0
6459,2.0
6460,
6461,1.1
6462,0.0
6463,0.0
6464,3.0
6465,0.0
6466,0.0
6467,10.0
6468,60.0
6469,0.0
6470,1.1
6471,0.2
6472,0.0
6473,22.5
6474,0.0
6475,0.0
6476,0.0
6477,0.0
6478,0.0
6479,
6480,0.6
6481,1.0
6482,0.0
6483,
6484,0.0
6485,0.0
6486,0.0
6487,
6488,0.0
6489,17.7
6490,0.0
6491,0.0
6492,0.0
6493,0.0
6494,0.0
6495,0.0
6496,0.0
6497,
6498,0.0
6499,9.7
6500,0.0
6501,0.0
6502,10.6
6503,0.0
6504,8.0
6505,0.0
6506,2.2
6507,1.2
6508,0.0
6509,0.0
6510,0.0
6511,91.0
6512,0.0
6513,0.2
6514,
6515,0.7
6516,48.0
6517,0.0
6518,0.0
6519,0.6
6520,0.7
6521,0.0
6522,0.0
6523,0.0
6524,0.0
6525,0.1
6526,
6527,
6528,
6529,0.7
6530,
6531,0.0
6532,0.0
6533,3.0
6534,0.0
6535,0.0
6536,0.0
6537,0.0
6538,
6539,0.0
6540,0.0
6541,177.0
6542,0.0
6543,0.0
6544,68.0
6545,8.0
6546,6.9
6547,0.0
6548,
6549,0.0
6550,0.3
6551,17.9
6552,0.0
6553,0.0
6554,10.3
6555,
6556,0.0
6557,2.3
6558,0.0
6559,3.4
6560,4.9
6561,22.2
6562,0.0
6563,3.7
6564,0.0
6565,0.0
6566,0.0
6567,0.0
6568,
6569,0.0
6570,0.0
6571,0.0
6572,18.2
6573,0.0
6574,0.0
6575,0.0
6576,0.0
6577,6.0
6578,48.8
6579,0.0
6580,0.0
6581,16.6
6582,11.0
6583,0.0
6584,100.0
6585,3.8
6586,0.0
6587,0.0
6588,0.0
6589,
6590,0.0
6591,0.0
